Team Name,Short Name,Full Name,Logo,Conference,League,City,State
Saint-Benedict,Saint Benedict,Saint Benedict,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/saint-benedict.svg,MLC,NCAA WD3,,
Wartburg,Wartburg,Wartburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wartburg.svg,MLC,NCAA WD3,,
Aurora,Aurora,Aurora,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/aurora.svg,NACC,NCAA WD3,,
Beloit,Beloit,Beloit,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/beloit.svg,NACC,NCAA WD3,,
Concordia-Chicago,Conc. Chicago,Concordia Chicago,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/concordia-chicago.svg,NACC,NCAA WD3,,
Concordia-Wisconsin,Conc. Wisconsin,Concordia Wisconsin,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/concordia-wisconsin.svg,NACC,NCAA WD3,,
Edgewood,Edgewood,Edgewood,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/edgewood.svg,NACC,NCAA WD3,,
IIT,Illinois Tech,Illinois Tech,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/iit.svg,NACC,NCAA WD3,,
Marian-(WI),Marian,Marian,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/marian-wi.svg,NACC,NCAA WD3,,
Denison,Denison,Denison,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/denison.svg,NCAC,NCAA WD3,,
DePauw,DePauw,DePauw,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/depauw.svg,NCAC,NCAA WD3,,
Kenyon,Kenyon,Kenyon,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/kenyon.svg,NCAC,NCAA WD3,,
Oberlin,Oberlin,Oberlin,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/oberlin.svg,NCAC,NCAA WD3,,
Ohio-Wesleyan,Ohio Wesleyan,Ohio Wesleyan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio-wesleyan.svg,NCAC,NCAA WD3,,
Wittenberg,Wittenberg,Wittenberg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wittenberg.svg,NCAC,NCAA WD3,,
Wooster,Wooster,Wooster,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wooster.svg,NCAC,NCAA WD3,,
Mitchell,Mitchell,Mitchell,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mitchell.svg,NECC,NCAA WD3,,
New-England-Col.,New England Col.,New England Col.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/new-england-col.svg,NECC,NCAA WD3,,
Amherst,Amherst,Amherst,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/amherst.svg,NESCAC,NCAA WD3,,
Bates,Bates,Bates,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bates.svg,NESCAC,NCAA WD3,,
Bowdoin,Bowdoin,Bowdoin,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bowdoin.svg,NESCAC,NCAA WD3,,
Colby,Colby,Colby,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/colby.svg,NESCAC,NCAA WD3,,
Connecticut-Col.,Conn College,Conn College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/connecticut-col.svg,NESCAC,NCAA WD3,,
Hamilton,Hamilton,Hamilton,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/hamilton.svg,NESCAC,NCAA WD3,,
Middlebury,Middlebury,Middlebury,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/middlebury.svg,NESCAC,NCAA WD3,,
Trinity-(CT),Trinity,Trinity,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/trinity-ct.svg,NESCAC,NCAA WD3,,
Tufts,Tufts,Tufts,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tufts.svg,NESCAC,NCAA WD3,,
Wesleyan-(CT),Wesleyan (CT),Wesleyan (CT),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wesleyan-ct.svg,NESCAC,NCAA WD3,,
Williams,Williams,Williams,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/williams.svg,NESCAC,NCAA WD3,,
Babson,Babson,Babson,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/babson.svg,NEWMAC,NCAA WD3,,
Clark-(MA),Clark (MA),Clark (MA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/clark-ma.svg,NEWMAC,NCAA WD3,,
Coast-Guard,Coast Guard,Coast Guard,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/coast-guard.svg,NEWMAC,NCAA WD3,,
Emerson,Emerson,Emerson,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/emerson.svg,NEWMAC,NCAA WD3,,
MIT,MIT,MIT,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mit.svg,NEWMAC,NCAA WD3,,
Mount-Holyoke,Mount Holyoke,Mount Holyoke,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mount-holyoke.svg,NEWMAC,NCAA WD3,,
Smith,Smith,Smith,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/smith.svg,NEWMAC,NCAA WD3,,
Springfield,Springfield,Springfield,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/springfield.svg,NEWMAC,NCAA WD3,,
Wellesley,Wellesley,Wellesley,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wellesley.svg,NEWMAC,NCAA WD3,,
Wheaton-(MA),Wheaton,Wheaton,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wheaton-ma.svg,NEWMAC,NCAA WD3,,
Kean,Kean,Kean,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/kean.svg,NJAC,NCAA WD3,,
Montclair-St.,Montclair State,Montclair State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/montclair-st.svg,NJAC,NCAA WD3,,
Ramapo,Ramapo,Ramapo,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ramapo.svg,NJAC,NCAA WD3,,
Rowan,Rowan,Rowan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rowan.svg,NJAC,NCAA WD3,,
Rutgers-Camden,Rutgers Camden,Rutgers Camden,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rutgers-camden.svg,NJAC,NCAA WD3,,
Stockton,Stockton,Stockton,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/stockton.svg,NJAC,NCAA WD3,,
TCNJ,TCNJ,TCNJ,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tcnj.svg,NJAC,NCAA WD3,,
SUNY-Canton,Canton,Canton,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/suny-canton.svg,North Atlantic,NCAA WD3,,
Cazenovia,Cazenovia,Cazenovia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/cazenovia.svg,North Atlantic,NCAA WD3,,
Husson,Husson,Husson,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/husson.svg,North Atlantic,NCAA WD3,,
Me.-Farmington,Maine Farmington,Maine Farmington,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/me-farmington.svg,North Atlantic,NCAA WD3,,
Maine-Maritime,Maine Maritime,Maine Maritime,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/maine-maritime.svg,North Atlantic,NCAA WD3,,
NVU-Lyndon,NVU Lyndon,NVU Lyndon,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/nvu-lyndon.svg,North Atlantic,NCAA WD3,,
SUNY-Poly,SUNY Poly,SUNY Poly,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/suny-poly.svg,North Atlantic,NCAA WD3,,
Thomas-(ME),Thomas,Thomas,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/thomas-me.svg,North Atlantic,NCAA WD3,,
George-Fox,George Fox,George Fox,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/george-fox.svg,Northwest,NCAA WD3,,
Linfield,Linfield,Linfield,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/linfield.svg,Northwest,NCAA WD3,,
Pacific-(OR),Pacific,Pacific,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/pacific-or.svg,Northwest,NCAA WD3,,
Puget-Sound,Puget Sound,Puget Sound,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/puget-sound.svg,Northwest,NCAA WD3,,
Whitman,Whitman,Whitman,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/whitman.svg,Northwest,NCAA WD3,,
Whitworth,Whitworth,Whitworth,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/whitworth.svg,Northwest,NCAA WD3,,
Willamette,Willamette,Willamette,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/willamette.svg,Northwest,NCAA WD3,,
Baldwin-Wallace,Baldwin Wallace,Baldwin Wallace,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/baldwin-wallace.svg,OAC,NCAA WD3,,
Capital,Capital,Capital,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/capital.svg,OAC,NCAA WD3,,
John-Carroll,John Carroll,John Carroll,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/john-carroll.svg,OAC,NCAA WD3,,
Marietta,Marietta,Marietta,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/marietta.svg,OAC,NCAA WD3,,
Mount-Union,Mount Union,Mount Union,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mount-union.svg,OAC,NCAA WD3,,
Muskingum,Muskingum,Muskingum,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/muskingum.svg,OAC,NCAA WD3,,
Ohio-Northern,Ohio Northern,Ohio Northern,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio-northern.svg,OAC,NCAA WD3,,
Otterbein,Otterbein,Otterbein,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/otterbein.svg,OAC,NCAA WD3,,
Averett,Averett,Averett,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/averett.svg,ODAC,NCAA WD3,,
Bridgewater-(VA),Bridgewater,Bridgewater,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bridgewater-va.svg,ODAC,NCAA WD3,,
East.-Mennonite,Eastern Mennonite,Eastern Mennonite,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/east-mennonite.svg,ODAC,NCAA WD3,,
Ferrum,Ferrum,Ferrum,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ferrum.svg,ODAC,NCAA WD3,,
Guilford,Guilford,Guilford,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/guilford.svg,ODAC,NCAA WD3,,
Lynchburg,Lynchburg,Lynchburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lynchburg.svg,ODAC,NCAA WD3,,
Randolph,Randolph,Randolph,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/randolph.svg,ODAC,NCAA WD3,,
Randolph-Macon,Randolph Macon,Randolph Macon,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/randolph-macon.svg,ODAC,NCAA WD3,,
Roanoke,Roanoke,Roanoke,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/roanoke.svg,ODAC,NCAA WD3,,
Shenandoah,Shenandoah,Shenandoah,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/shenandoah.svg,ODAC,NCAA WD3,,
Va.-Wesleyan,Virginia Wesleyan,Virginia Wesleyan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/va-wesleyan.svg,ODAC,NCAA WD3,,
Wash.-&-Lee,Wasington. & Lee,Wasington. & Lee,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wash-lee.svg,ODAC,NCAA WD3,,
Allegheny,Allegheny,Allegheny,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/allegheny.svg,PAC,NCAA WD3,,
Bethany-(WV),Bethany,Bethany,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bethany-wv.svg,PAC,NCAA WD3,,
Chatham,Chatham,Chatham,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/chatham.svg,PAC,NCAA WD3,,
Franciscan,Franciscan,Franciscan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/franciscan.svg,PAC,NCAA WD3,,
Grove-City,Grove City,Grove City,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/grove-city.svg,PAC,NCAA WD3,,
Saint-Vincent,Saint Vincent,Saint Vincent,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/saint-vincent.svg,PAC,NCAA WD3,,
Thiel,Thiel,Thiel,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/thiel.svg,PAC,NCAA WD3,,
Wash.-&-Jeff.,Washington & Jeff.,Washington & Jeff.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wash-jeff.svg,PAC,NCAA WD3,,
Waynesburg,Waynesburg,Waynesburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/waynesburg.svg,PAC,NCAA WD3,,
Westminster-(PA),Westminster (PA),Westminster (PA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/westminster-pa.svg,PAC,NCAA WD3,,
Berry,Berry,Berry,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/berry.svg,SAA,NCAA WD3,,
Birmingham-So.,Birmingham So.,Birmingham So.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/birmingham-so.svg,SAA,NCAA WD3,,
Centre,Centre,Centre,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/centre.svg,SAA,NCAA WD3,,
Hendrix,Hendrix,Hendrix,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/hendrix.svg,SAA,NCAA WD3,,
Oglethorpe,Oglethorpe,Oglethorpe,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/oglethorpe.svg,SAA,NCAA WD3,,
Rhodes,Rhodes,Rhodes,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rhodes.svg,SAA,NCAA WD3,,
Sewanee,Sewanee,Sewanee,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/sewanee.svg,SAA,NCAA WD3,,
Colorado-Col.,Colorado College,Colorado College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/colorado-col.svg,SCAC,NCAA WD3,,
Southwestern-(TX),Southwestern (TX),Southwestern (TX),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southwestern-tx.svg,SCAC,NCAA WD3,,
Cal-Lutheran,Cal Lutheran,Cal Lutheran,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/cal-lutheran.svg,SCIAC,NCAA WD3,,
Chapman,Chapman,Chapman,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/chapman.svg,SCIAC,NCAA WD3,,
Claremont-M-S,Claremont M S,Claremont M S,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/claremont-m-s.svg,SCIAC,NCAA WD3,,
Occidental,Occidental,Occidental,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/occidental.svg,SCIAC,NCAA WD3,,
Pomona-Pitzer,Pomona Pitzer,Pomona Pitzer,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/pomona-pitzer.svg,SCIAC,NCAA WD3,,
Redlands,Redlands,Redlands,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/redlands.svg,SCIAC,NCAA WD3,,
Whittier,Whittier,Whittier,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/whittier.svg,SCIAC,NCAA WD3,,
CMSV,CMSV,CMSV,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/cmsv.svg,Skyline,NCAA WD3,,
Farmingdale-St.,Farmingdale State,Farmingdale State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/farmingdale-st.svg,Skyline,NCAA WD3,,
Manhattanville,Manhattanville,Manhattanville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/manhattanville.svg,Skyline,NCAA WD3,,
Merchant-Marine,Merchant Marine,Merchant Marine,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/merchant-marine.svg,Skyline,NCAA WD3,,
Mt.-St.-Mary-(NY),Mount St. Mary (NY),Mount St. Mary (NY),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mt-st-mary-ny.svg,Skyline,NCAA WD3,,
Old-Westbury,Old Westbury,Old Westbury,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/old-westbury.svg,Skyline,NCAA WD3,,
Purchase,Purchase,Purchase,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/purchase.svg,Skyline,NCAA WD3,,
St.-Joseph's-(L.I.),St. Joseph's (L.I.),St. Joseph's (L.I.),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/st-joseph's-li.svg,Skyline,NCAA WD3,,
SUNY-Maritime,SUNY Maritime,SUNY Maritime,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/suny-maritime.svg,Skyline,NCAA WD3,,
SUNY-Brockport,Brockport,Brockport,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/suny-brockport.svg,SUNYAC,NCAA WD3,,
Buffalo-St.,Buffalo State,Buffalo State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/buffalo-st.svg,SUNYAC,NCAA WD3,,
Cortland,Cortland,Cortland,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/cortland.svg,SUNYAC,NCAA WD3,,
Fredonia,Fredonia,Fredonia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fredonia.svg,SUNYAC,NCAA WD3,,
SUNY-Geneseo,Geneseo,Geneseo,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/suny-geneseo.svg,SUNYAC,NCAA WD3,,
SUNY-New-Paltz,New Paltz,New Paltz,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/suny-new-paltz.svg,SUNYAC,NCAA WD3,,
SUNY-Oneonta,Oneonta,Oneonta,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/suny-oneonta.svg,SUNYAC,NCAA WD3,,
Oswego-St.,Oswego St.,Oswego St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/oswego-st.svg,SUNYAC,NCAA WD3,,
Plattsburgh-St.,Plattsburgh State,Plattsburgh State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/plattsburgh-st.svg,SUNYAC,NCAA WD3,,
SUNY-Potsdam,Potsdam,Potsdam,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/suny-potsdam.svg,SUNYAC,NCAA WD3,,
La-Roche,La Roche,La Roche,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/la-roche.svg,United East,NCAA WD3,,
Lancaster-Bible,Lancaster Bible,Lancaster Bible,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lancaster-bible.svg,United East,NCAA WD3,,
SUNY-Morrisville,Morrisville,Morrisville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/suny-morrisville.svg,United East,NCAA WD3,,
Mount-Aloysius,Mount Aloysius,Mount Aloysius,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mount-aloysius.svg,United East,NCAA WD3,,
St.-Mary's-(MD),St. Mary's (MD),St. Mary's (MD),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/st-mary's-md.svg,United East,NCAA WD3,,
Wells,Wells,Wells,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wells.svg,United East,NCAA WD3,,
Brevard,Brevard,Brevard,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/brevard.svg,USA South,NCAA WD3,,
Brevard,Brevard,Brevard,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/brevard.svg,USA South,NCAA MD3,,
Greensboro,Greensboro,Greensboro,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/greensboro.svg,USA South,NCAA WD3,,
Huntingdon,Huntingdon,Huntingdon,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/huntingdon.svg,USA South,NCAA WD3,,
Meredith,Meredith,Meredith,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/meredith.svg,USA South,NCAA WD3,,
Methodist,Methodist,Methodist,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/methodist.svg,USA South,NCAA WD3,,
N.C.-Wesleyan,NC Wesleyan,NC Wesleyan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/nc-wesleyan.svg,USA South,NCAA WD3,,
Pfeiffer,Pfeiffer,Pfeiffer,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/pfeiffer.svg,USA South,NCAA WD3,,
Southern-Va.,Southern Virginia,Southern Virginia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-va.svg,USA South,NCAA WD3,,
William-Peace,William Peace,William Peace,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/william-peace.svg,USA South,NCAA WD3,,
